Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2001-04-05,104.031,104.18799999999999,103.5,103.625,,103.625,194683.0,492913.0
2001-04-06,103.56200000000001,104.875,103.5,104.656,,104.656,297109.0,491531.0
2001-04-09,104.625,104.719,104.031,104.156,,104.156,119929.0,483982.0
2001-04-10,104.06200000000001,104.094,102.156,102.406,,102.406,346449.0,496788.0
2001-04-11,102.43799999999999,102.75,101.969,102.5,,102.5,269817.0,491162.0
2001-04-12,102.344,102.906,102.125,102.31200000000001,,102.31200000000001,190921.0,483543.0
2001-04-16,102.25,102.5,101.094,101.18799999999999,,101.18799999999999,190718.0,499988.0
2001-04-17,101.469,101.93799999999999,101.31200000000001,101.875,,101.875,199541.0,496623.0
2001-04-18,101.531,102.094,100.75,102.0,,102.0,326941.0,510115.0
2001-04-19,101.81200000000001,101.906,100.031,100.531,,100.531,280313.0,500192.0
2001-04-20,100.18799999999999,101.06200000000001,99.9688,100.5,,100.5,243213.0,502530.0
2001-04-23,100.5,101.43799999999999,100.344,101.25,,101.25,170235.0,478900.0
2001-04-24,101.31200000000001,101.344,100.656,101.0,,101.0,226108.0,484160.0
2001-04-25,100.969,101.531,100.469,100.625,,100.625,231874.0,480436.0
2001-04-26,100.68799999999999,101.719,100.469,101.531,,101.531,257806.0,475261.0
2001-04-27,101.56200000000001,101.906,100.125,100.25,,100.25,203908.0,471296.0
2001-04-30,100.25,100.594,99.9688,100.469,,100.469,181300.0,473184.0
2001-05-01,100.406,101.344,100.281,101.031,,101.031,183059.0,466885.0
2001-05-02,101.0,101.719,100.75,101.531,,101.531,242891.0,471395.0
2001-05-03,101.56200000000001,102.5,101.531,102.406,,102.406,234749.0,460871.0
2001-05-04,102.31200000000001,103.281,101.875,102.344,,102.344,315702.0,456326.0
2001-05-07,102.125,102.31200000000001,101.844,102.094,,102.094,105395.0,451799.0
2001-05-08,102.125,102.43799999999999,101.375,101.656,,101.656,221015.0,459492.0
2001-05-09,101.594,102.31200000000001,101.344,102.156,,102.156,246321.0,454362.0
2001-05-10,102.219,102.281,100.875,101.031,,101.031,234320.0,452953.0
2001-05-11,100.906,101.094,99.0938,99.1875,,99.1875,323824.0,447991.0
2001-05-14,99.625,99.75,99.3438,99.625,,99.625,164074.0,432055.0
2001-05-15,99.625,99.8125,98.75,99.0312,,99.0312,223284.0,434171.0
2001-05-16,98.9375,100.0,98.9375,99.4375,,99.4375,300413.0,428317.0
2001-05-17,99.4688,100.375,99.1562,100.094,,100.094,330701.0,419329.0
2001-05-18,100.406,100.81200000000001,100.094,100.406,,100.406,258013.0,410382.0
2001-05-21,100.31200000000001,100.719,99.75,100.469,,100.469,163365.0,401104.0
2001-05-22,100.56200000000001,100.656,100.219,100.31200000000001,,100.31200000000001,212047.0,375414.0
2001-05-23,100.219,100.719,99.8438,100.125,,100.125,259482.0,361350.0
2001-05-24,100.18799999999999,100.594,99.0625,99.25,,99.25,297259.0,330089.0
2001-05-25,99.4688,99.7188,99.0938,99.2188,,99.2188,196318.0,317858.0
2001-05-29,99.375,99.7188,99.0,99.1875,,99.1875,315159.0,226874.0
2001-05-30,99.1875,99.5312,99.0312,99.25,,99.25,112101.0,151644.0
2001-05-31,99.4688,100.375,99.375,100.18799999999999,,100.18799999999999,50600.0,128127.0
2001-06-01,100.219,101.281,99.9062,101.0,,101.0,46768.0,102198.0
2001-06-04,101.125,101.43799999999999,100.906,101.25,,101.25,8108.0,95088.0
2001-06-05,101.094,101.781,100.93799999999999,101.656,,101.656,16067.0,87435.0
2001-06-06,101.469,101.75,101.25,101.68799999999999,,101.68799999999999,17467.0,78805.0
2001-06-07,101.75,101.969,100.875,101.094,,101.094,21603.0,63214.0
2001-06-08,101.0,101.31200000000001,100.844,100.906,,100.906,12951.0,53577.0
2001-06-11,100.844,101.75,100.844,101.469,,101.469,18646.0,41922.0
2001-06-12,101.43799999999999,102.156,101.43799999999999,101.93799999999999,,101.93799999999999,6894.0,33742.0
2001-06-13,102.156,102.156,101.43799999999999,101.906,,101.906,4935.0,31242.0
2001-06-14,101.969,102.43799999999999,101.875,102.219,,102.219,8697.0,24695.0
2001-06-15,102.156,102.656,101.75,101.81200000000001,,101.81200000000001,2715.0,22867.0
2001-06-18,101.844,102.031,101.56200000000001,101.75,,101.75,6707.0,20296.0
2001-06-19,101.344,101.969,101.25,101.906,,101.906,10894.0,13214.0
2001-06-20,102.0,102.406,101.93799999999999,102.406,,102.406,8108.0,5656.0
2001-06-21,101.469,102.31200000000001,101.469,101.81200000000001,,101.81200000000001,239878.0,425087.0
2001-06-22,102.0,102.781,101.906,102.68799999999999,,102.68799999999999,137259.0,428143.0
2001-06-25,102.656,102.75,102.31200000000001,102.5,,102.5,120114.0,424709.0
2001-06-26,102.5,102.625,101.43799999999999,101.75,,101.75,229267.0,421471.0
2001-06-27,101.656,102.281,101.469,101.93799999999999,,101.93799999999999,181348.0,421831.0
2001-06-28,101.81200000000001,102.469,100.93799999999999,101.156,,101.156,291332.0,418996.0
2001-06-29,101.156,101.25,100.06200000000001,100.31200000000001,,100.31200000000001,236499.0,422582.0
2001-07-02,100.219,101.06200000000001,100.06200000000001,100.906,,100.906,141921.0,405095.0
2001-07-03,101.0,101.0,100.375,100.43799999999999,,100.43799999999999,86480.0,406759.0
2001-07-05,100.531,100.81200000000001,99.7812,100.031,,100.031,139374.0,407981.0
2001-07-06,100.25,100.56200000000001,99.8125,100.375,,100.375,181626.0,408498.0
2001-07-09,100.594,101.06200000000001,100.25,100.875,,100.875,111695.0,406846.0
2001-07-10,101.0,101.5,100.56200000000001,101.31200000000001,,101.31200000000001,165168.0,404838.0
2001-07-11,101.43799999999999,101.719,100.969,101.06200000000001,,101.06200000000001,196030.0,404266.0
2001-07-12,100.969,101.93799999999999,100.844,101.656,,101.656,196492.0,410691.0
2001-07-13,101.5,101.93799999999999,101.31200000000001,101.81200000000001,,101.81200000000001,156032.0,409991.0
2001-07-16,101.875,102.5,101.81200000000001,102.31200000000001,,102.31200000000001,109454.0,415372.0
2001-07-17,102.469,102.5,101.969,102.43799999999999,,102.43799999999999,155009.0,417180.0
2001-07-18,102.219,103.594,102.125,103.406,,103.406,264558.0,441796.0
2001-07-19,103.344,103.406,102.969,103.25,,103.25,162287.0,436117.0
2001-07-20,103.31200000000001,103.625,102.875,103.125,,103.125,130772.0,440640.0
2001-07-23,103.06200000000001,103.469,102.844,103.375,,103.375,107487.0,446415.0
2001-07-24,103.406,103.719,103.25,103.625,,103.625,170181.0,453850.0
2001-07-25,103.469,103.56200000000001,102.75,102.906,,102.906,191044.0,467651.0
2001-07-26,102.781,103.156,102.75,102.875,,102.875,173812.0,475481.0
2001-07-27,103.06200000000001,103.93799999999999,102.93799999999999,103.469,,103.469,205642.0,483605.0
2001-07-30,103.5,103.875,103.18799999999999,103.719,,103.719,87661.0,480152.0
2001-07-31,103.781,104.156,103.5,104.031,,104.031,190645.0,477459.0
2001-08-01,103.844,104.094,103.43799999999999,103.781,,103.781,158920.0,479957.0
2001-08-02,103.719,103.75,103.031,103.156,,103.156,144420.0,473053.0
2001-08-03,103.094,103.25,102.56200000000001,103.06200000000001,,103.06200000000001,197406.0,477700.0
2001-08-06,103.125,103.125,102.594,102.969,,102.969,69593.0,471026.0
2001-08-07,102.969,103.375,102.781,102.906,,102.906,140849.0,467099.0
2001-08-08,102.906,104.125,102.875,103.93799999999999,,103.93799999999999,166674.0,464147.0
2001-08-09,104.031,104.406,103.56200000000001,103.656,,103.656,231987.0,473536.0
2001-08-10,103.656,104.31200000000001,103.625,104.0,,104.0,146984.0,467718.0
2001-08-13,104.0,104.531,103.93799999999999,104.125,,104.125,136344.0,479187.0
2001-08-14,104.06200000000001,104.125,103.594,104.06200000000001,,104.06200000000001,149535.0,471836.0
2001-08-15,104.06200000000001,104.344,103.531,103.93799999999999,,103.93799999999999,187400.0,479155.0
2001-08-16,103.906,104.594,103.906,104.406,,104.406,210766.0,475404.0
2001-08-17,104.406,105.344,104.31200000000001,105.25,,105.25,173659.0,477382.0
2001-08-20,105.281,105.31200000000001,104.625,104.781,,104.781,134695.0,462222.0
2001-08-21,104.81200000000001,105.219,104.531,104.93799999999999,,104.93799999999999,136636.0,459003.0
2001-08-22,105.18799999999999,105.18799999999999,104.406,105.031,,105.031,178797.0,459607.0
2001-08-23,105.125,105.56200000000001,104.906,105.43799999999999,,105.43799999999999,208180.0,427039.0
2001-08-24,105.375,105.406,104.594,105.0,,105.0,264208.0,376896.0
2001-08-27,104.906,105.125,104.75,104.781,,104.781,123226.0,332938.0
2001-08-28,104.844,105.781,104.781,105.56200000000001,,105.56200000000001,285936.0,287721.0
2001-08-29,105.625,106.281,105.43799999999999,106.18799999999999,,106.18799999999999,311362.0,234239.0
2001-08-30,106.281,106.531,105.781,106.031,,106.031,114564.0,165225.0
2001-08-31,105.844,106.125,105.625,106.031,,106.031,26521.0,148952.0
2001-09-04,106.06200000000001,106.125,104.31200000000001,104.43799999999999,,104.43799999999999,51792.0,122746.0
2001-09-05,104.625,104.81200000000001,104.5,104.594,,104.594,34830.0,98516.0
2001-09-06,104.56200000000001,105.625,104.56200000000001,105.5,,105.5,27272.0,78060.0
2001-09-07,105.406,106.43799999999999,105.406,106.06200000000001,,106.06200000000001,31202.0,63706.0
2001-09-10,106.5,106.5,105.281,105.43799999999999,,105.43799999999999,10909.0,57222.0
2001-09-11,105.43799999999999,106.68799999999999,105.219,106.625,,106.625,2010.0,56559.0
2001-09-13,106.344,106.625,105.531,106.56200000000001,,106.56200000000001,13315.0,49792.0
2001-09-14,106.469,107.06200000000001,106.25,106.969,,106.969,20623.0,39100.0
2001-09-17,107.031,107.031,106.25,106.344,,106.344,21515.0,23480.0
2001-09-18,106.125,106.125,104.344,104.68799999999999,,104.68799999999999,18206.0,8801.0
2001-09-19,104.625,104.719,103.969,104.406,,104.406,4490.0,5542.0
2001-09-20,103.594,103.906,102.531,102.719,,102.719,292715.0,518580.0
2001-09-21,102.75,103.375,102.656,103.219,,103.219,215496.0,507177.0
2001-09-24,103.219,103.56200000000001,102.81200000000001,103.375,,103.375,140251.0,495773.0
2001-09-25,103.31200000000001,104.0,103.18799999999999,103.43799999999999,,103.43799999999999,200046.0,509228.0
2001-09-26,103.594,104.625,103.5,104.531,,104.531,230953.0,512469.0
2001-09-27,104.531,105.43799999999999,104.5,105.31200000000001,,105.31200000000001,220732.0,521220.0
2001-09-28,105.219,106.094,105.18799999999999,105.5,,105.5,258998.0,520529.0
2001-10-01,105.375,106.219,105.031,106.031,,106.031,144532.0,524330.0
2001-10-02,106.06200000000001,106.906,105.906,106.56200000000001,,106.56200000000001,247503.0,533179.0
2001-10-03,106.719,107.344,106.594,106.719,,106.719,267184.0,543821.0
2001-10-04,106.906,107.281,106.531,106.875,,106.875,259328.0,550345.0
2001-10-05,106.875,107.281,106.656,106.781,,106.781,146632.0,546551.0
2001-10-09,106.844,107.031,105.844,105.93799999999999,,105.93799999999999,135191.0,541756.0
2001-10-10,105.93799999999999,106.375,105.56200000000001,106.31200000000001,,106.31200000000001,241852.0,549795.0
2001-10-11,106.18799999999999,106.469,105.219,105.469,,105.469,230357.0,527242.0
2001-10-12,105.469,105.93799999999999,105.18799999999999,105.375,,105.375,171874.0,531689.0
2001-10-15,105.469,106.094,105.31200000000001,106.031,,106.031,112729.0,523193.0
2001-10-16,106.094,106.5,105.93799999999999,106.344,,106.344,128385.0,521815.0
2001-10-17,106.31200000000001,107.0,106.06200000000001,106.719,,106.719,204001.0,527889.0
2001-10-18,106.75,107.125,106.719,106.81200000000001,,106.81200000000001,186419.0,534556.0
2001-10-19,106.781,107.219,106.18799999999999,106.281,,106.281,198113.0,522570.0
2001-10-22,106.25,106.68799999999999,106.031,106.406,,106.406,112993.0,520190.0
2001-10-23,106.125,106.219,105.75,106.219,,106.219,165575.0,518463.0
2001-10-24,106.125,107.281,106.06200000000001,107.094,,107.094,254674.0,547316.0
2001-10-25,106.906,107.81200000000001,106.844,107.56200000000001,,107.56200000000001,252896.0,543948.0
2001-10-26,107.406,107.81200000000001,107.0,107.68799999999999,,107.68799999999999,196153.0,546048.0
2001-10-29,107.68799999999999,108.18799999999999,107.68799999999999,108.031,,108.031,128288.0,536200.0
2001-10-30,107.875,108.594,107.875,108.5,,108.5,194560.0,541459.0
2001-10-31,108.56200000000001,111.31200000000001,108.219,110.43799999999999,,110.43799999999999,536432.0,576916.0
2001-11-01,110.719,112.594,110.43799999999999,110.844,,110.844,522142.0,591510.0
2001-11-02,110.844,111.094,109.031,109.31200000000001,,109.31200000000001,378123.0,593174.0
2001-11-05,109.31200000000001,110.31200000000001,109.31200000000001,110.18799999999999,,110.18799999999999,162184.0,571680.0
2001-11-06,110.156,110.906,109.906,110.344,,110.344,238374.0,566905.0
2001-11-07,110.656,111.68799999999999,110.56200000000001,111.5,,111.5,268322.0,578243.0
2001-11-08,111.56200000000001,112.0,110.375,110.5,,110.5,290606.0,576650.0
2001-11-09,110.43799999999999,111.219,110.344,110.43799999999999,,110.43799999999999,154760.0,558422.0
2001-11-13,110.469,110.81200000000001,109.625,109.81200000000001,,109.81200000000001,165244.0,550807.0
2001-11-14,109.875,109.969,108.43799999999999,108.531,,108.531,285165.0,555770.0
2001-11-15,108.5,108.531,105.844,106.281,,106.281,384175.0,541767.0
2001-11-16,106.0,106.75,104.656,104.93799999999999,,104.93799999999999,361461.0,542680.0
2001-11-19,105.281,106.31200000000001,104.68799999999999,106.25,,106.25,240157.0,521052.0
2001-11-20,105.93799999999999,106.469,104.844,104.93799999999999,,104.93799999999999,266813.0,517721.0
2001-11-21,105.0,105.31200000000001,103.344,103.93799999999999,,103.93799999999999,268061.0,503432.0
2001-11-23,103.906,104.625,103.344,103.469,,103.469,91956.0,503484.0
2001-11-26,103.375,104.406,103.18799999999999,103.344,,103.344,270563.0,464957.0
2001-11-27,103.375,104.031,102.719,103.656,,103.656,371423.0,398186.0
2001-11-28,104.031,104.375,103.406,103.656,,103.656,384895.0,345196.0
2001-11-29,103.719,105.031,103.56200000000001,104.969,,104.969,180193.0,210534.0
2001-11-30,104.75,105.469,104.156,104.781,,104.781,109794.0,155859.0
2001-12-03,104.656,105.375,104.5,105.156,,105.156,58339.0,129806.0
2001-12-04,105.25,106.281,105.0,106.094,,106.094,37522.0,106743.0
2001-12-05,105.969,106.0,102.719,103.719,,103.719,35051.0,92421.0
2001-12-06,103.625,103.719,102.56200000000001,102.625,,102.625,28377.0,71264.0
2001-12-07,102.719,103.219,100.5,100.56200000000001,,100.56200000000001,28299.0,59395.0
2001-12-10,100.656,101.75,100.656,101.125,,101.125,23093.0,42667.0
2001-12-11,101.406,102.25,101.31200000000001,101.56200000000001,,101.56200000000001,7620.0,39432.0
2001-12-12,101.719,102.594,101.656,102.531,,102.531,21164.0,29260.0
2001-12-13,103.18799999999999,103.219,101.219,101.625,,101.625,14764.0,24963.0
2001-12-14,101.93799999999999,102.156,100.844,100.906,,100.906,9110.0,19256.0
2001-12-17,100.406,100.625,99.25,100.406,,100.406,5281.0,17955.0
2001-12-18,101.219,101.68799999999999,100.906,101.656,,101.656,2489.0,16825.0
2001-12-19,101.875,102.56200000000001,101.844,102.375,,102.375,4307.0,12105.0
2001-12-20,101.469,101.781,100.844,101.406,,101.406,141740.0,430945.0
2001-12-21,101.68799999999999,101.81200000000001,101.0,101.094,,101.094,82538.0,422855.0
2001-12-24,101.125,101.31200000000001,100.469,100.68799999999999,,100.68799999999999,15754.0,414975.0
2001-12-26,100.625,100.81200000000001,100.156,100.344,,100.344,34623.0,415311.0
2001-12-27,100.156,101.31200000000001,100.0,101.0,,101.0,67695.0,414702.0
2001-12-28,101.156,101.219,99.9062,100.531,,100.531,84611.0,418017.0
2001-12-31,100.531,101.594,100.531,101.531,,101.531,46056.0,419461.0
2002-01-02,101.531,101.906,99.9062,100.125,,100.125,184451.0,426904.0
2002-01-03,100.31200000000001,100.75,100.156,100.531,,100.531,124909.0,422970.0
2002-01-04,100.68799999999999,101.06200000000001,99.3125,100.219,,100.219,219106.0,422300.0
2002-01-07,100.406,101.5,100.25,101.43799999999999,,101.43799999999999,172233.0,422118.0
2002-01-08,101.43799999999999,101.75,101.094,101.375,,101.375,192537.0,422961.0
2002-01-09,101.281,101.75,100.81200000000001,101.5,,101.5,176237.0,419127.0
2002-01-10,101.56200000000001,103.125,101.344,102.81200000000001,,102.81200000000001,244167.0,427844.0
2002-01-11,102.68799999999999,103.844,102.56200000000001,103.469,,103.469,221952.0,425537.0
2002-01-14,103.406,104.0,103.25,103.281,,103.281,189368.0,416223.0
2002-01-15,103.25,104.281,103.094,103.906,,103.906,229506.0,436590.0
2002-01-16,103.906,104.344,103.344,103.75,,103.75,217230.0,438672.0
2002-01-17,103.75,103.81200000000001,102.719,102.969,,102.969,169566.0,433786.0
2002-01-18,103.06200000000001,103.75,102.531,103.625,,103.625,128549.0,435098.0
2002-01-22,103.5,103.625,103.031,103.469,,103.469,135703.0,437894.0
2002-01-23,103.25,103.406,101.969,102.18799999999999,,102.18799999999999,204227.0,433286.0
2002-01-24,102.125,102.719,101.93799999999999,102.219,,102.219,213161.0,437680.0
2002-01-25,102.594,102.656,101.375,102.125,,102.125,229908.0,446088.0
2002-01-28,102.25,102.594,101.656,102.281,,102.281,140789.0,435214.0
2002-01-29,102.31200000000001,103.5,101.75,103.25,,103.25,252440.0,450751.0
2002-01-30,103.406,103.68799999999999,102.844,103.18799999999999,,103.18799999999999,252072.0,452500.0
2002-01-31,102.875,103.56200000000001,102.68799999999999,102.844,,102.844,206122.0,446936.0
2002-02-01,102.781,103.594,102.43799999999999,103.344,,103.344,190409.0,457263.0
2002-02-04,103.344,104.25,103.344,104.156,,104.156,128055.0,456196.0
2002-02-05,104.156,104.531,103.406,104.094,,104.094,234671.0,454491.0
2002-02-06,104.18799999999999,104.31200000000001,103.56200000000001,103.68799999999999,,103.68799999999999,165600.0,449639.0
2002-02-07,103.781,104.0,102.93799999999999,103.31200000000001,,103.31200000000001,218393.0,453841.0
2002-02-08,103.375,104.43799999999999,102.969,103.875,,103.875,218168.0,458510.0
2002-02-11,103.875,103.875,103.344,103.594,,103.594,118475.0,451417.0
2002-02-12,103.5,103.844,102.75,102.844,,102.844,179295.0,446464.0
2002-02-13,102.906,103.06200000000001,102.0,102.719,,102.719,219202.0,444161.0
2002-02-14,102.81200000000001,103.625,102.56200000000001,103.375,,103.375,223985.0,444376.0
2002-02-15,103.469,104.43799999999999,103.43799999999999,104.219,,104.219,187808.0,448687.0
2002-02-19,104.156,104.5,103.625,103.906,,103.906,159604.0,447142.0
2002-02-20,104.0,104.5,103.68799999999999,103.93799999999999,,103.93799999999999,191105.0,441931.0
2002-02-21,103.93799999999999,104.43799999999999,103.594,104.219,,104.219,198418.0,429459.0
2002-02-22,104.406,105.125,104.344,104.656,,104.656,231268.0,402480.0
2002-02-25,104.656,104.93799999999999,104.25,104.469,,104.469,184336.0,368563.0
2002-02-26,104.469,104.625,103.531,103.656,,103.656,323193.0,326178.0
2002-02-27,103.625,104.625,103.469,104.5,,104.5,349654.0,242976.0
2002-02-28,104.56200000000001,104.625,103.75,104.094,,104.094,110259.0,172651.0
2002-03-01,104.06200000000001,104.219,102.81200000000001,103.0,,103.0,67024.0,136828.0
2002-03-04,102.93799999999999,103.0,102.31200000000001,102.906,,102.906,47296.0,118899.0
2002-03-05,102.93799999999999,103.18799999999999,102.25,103.094,,103.094,44396.0,92675.0
2002-03-06,103.156,103.281,102.406,102.531,,102.531,22149.0,78792.0
2002-03-07,102.344,102.43799999999999,100.781,100.875,,100.875,33919.0,61465.0
2002-03-08,101.094,101.094,99.875,100.06200000000001,,100.06200000000001,20346.0,46319.0
2002-03-11,100.344,100.594,99.9375,100.031,,100.031,5746.0,41573.0
2002-03-12,100.344,100.68799999999999,99.875,100.06200000000001,,100.06200000000001,2755.0,40601.0
2002-03-13,100.125,100.469,99.6875,100.344,,100.344,15343.0,34338.0
2002-03-14,99.9688,99.9688,98.875,98.9688,,98.9688,6186.0,29523.0
2002-03-15,99.0,100.0,98.4062,99.7812,,99.7812,7744.0,25160.0
2002-03-18,99.8125,100.43799999999999,99.625,100.281,,100.281,8347.0,20113.0
2002-03-19,100.344,100.43799999999999,100.18799999999999,100.25,,100.25,9635.0,11979.0
2002-03-20,99.125,99.4375,97.75,97.9375,,97.9375,248163.0,420591.0
2002-03-21,98.0,98.5938,97.5,98.3438,,98.3438,193976.0,417823.0
2002-03-22,98.5312,98.5938,97.8125,98.125,,98.125,161093.0,415297.0
2002-03-25,98.1562,98.2812,97.5312,98.2188,,98.2188,140657.0,412410.0
2002-03-26,98.125,99.25,97.9375,98.9688,,98.9688,225712.0,413145.0
2002-03-27,99.0,99.3125,98.7812,99.0,,99.0,129664.0,407864.0
2002-03-28,98.9062,99.2188,97.6875,98.1562,,98.1562,149528.0,427260.0
2002-04-01,98.1562,98.75,97.9688,98.25,,98.25,151281.0,416966.0
2002-04-02,98.1562,99.3438,97.8125,99.1875,,99.1875,176526.0,417924.0
2002-04-03,99.2188,99.875,98.8438,99.7812,,99.7812,206720.0,419964.0
2002-04-04,99.75,100.344,99.625,99.9375,,99.9375,193931.0,418735.0
2002-04-05,99.875,100.781,99.6875,100.594,,100.594,202579.0,421798.0
2002-04-08,100.719,100.875,100.031,100.219,,100.219,136247.0,425287.0
2002-04-09,100.0,100.625,99.9062,100.5,,100.5,124191.0,419020.0
2002-04-10,100.5,100.75,100.0,100.25,,100.25,169921.0,421143.0
2002-04-11,100.125,100.969,99.875,100.625,,100.625,172132.0,427986.0
2002-04-12,100.56200000000001,101.156,100.219,100.969,,100.969,186966.0,429983.0
2002-04-15,100.969,101.43799999999999,100.781,101.31200000000001,,101.31200000000001,116188.0,423469.0
2002-04-16,101.281,101.281,100.25,100.906,,100.906,190943.0,419042.0
2002-04-17,100.75,100.781,99.8438,100.06200000000001,,100.06200000000001,224802.0,427174.0
2002-04-18,99.9688,101.18799999999999,99.5938,100.281,,100.281,249436.0,433506.0
2002-04-19,100.344,100.719,99.9688,100.56200000000001,,100.56200000000001,158277.0,430651.0
2002-04-22,100.531,100.781,100.31200000000001,100.75,,100.75,95591.0,427268.0
